Donation ID,Giving Entity ID,Fundraiser,Amount Donated,Date,Type of Gift,Donor Name,Type of Donor,Earmarked Fund,Center,"""Thank You"" sent?",Matching Info,Notes,,,,,,,,,,,,,,,,,,,,,,,,,
FAM0993-20171222-0001,FAM0993,PGSF Letter Campaign 2017,$100.00 ,12/22/2017,Direct Donation,Harper Perez 1095,Personal,PGSF,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM1004-20131212-0001,FAM1004,Letter Campaign 2013,$100.00 ,12/12/2013,Direct Donation,Aubrey Hall 1473,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM1004-20161203-0001,FAM1004,Pat Griffith Scholarship Fund Creation,$100.00 ,12/3/2016,Direct Donation,Aubrey Hall 1473,Personal,PGSF,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM1004-20171230-0001,FAM1004,PGSF Letter Campaign 2017,$100.00 ,12/30/2017,Direct Donation,Aubrey Hall 1473,Personal,PGSF,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM1024-20091219-0001,FAM1024,Letter Campaign 2009,$100.00 ,12/19/2009,Direct Donation,Charlie White 773,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM1026-20061222-0001,FAM1026,Letter Campaign 2006,$50.00 ,12/22/2006,Direct Donation,Sawyer Johnson 639,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM1026-20141230-0001,FAM1026,Letter Campaign 2014,$100.00 ,12/30/2014,Direct Donation,Sawyer Johnson 639,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM1026-20151228-0001,FAM1026,Letter Campaign 2015,$100.00 ,12/28/2015,Direct Donation,Jordan Morris 441,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM1028-20061229-0001,FAM1028,Letter Campaign 2006,$25.00 ,12/29/2006,Direct Donation,Dylan Young 703,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM1030-20190125-0001,FAM1030,In Pat's Memory,$100.00 ,1/25/2019,Direct Donation,Frankie Nguyen 1030,Personal,PGSF,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM1030-20110117-0001,FAM1030,Letter Campaign 2010,$50.00 ,1/17/2011,Direct Donation,Frankie Nguyen 1030,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM1030-20111221-0001,FAM1030,Letter Campaign 2011,$50.00 ,12/21/2011,Direct Donation,Frankie Nguyen 1030,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM1030-20131213-0001,FAM1030,Letter Campaign 2013,$100.00 ,12/13/2013,Direct Donation,Frankie Nguyen 1030,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM1030-20161230-0001,FAM1030,Pat Griffith Scholarship Fund Creation,$100.00 ,12/30/2016,Direct Donation,Frankie Nguyen 1030,Personal,PGSF,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM1037-20161209-0001,FAM1037,Pat Griffith Scholarship Fund Creation,$25.00 ,12/9/2016,Direct Donation,Milan Roberts 837,Personal,PGSF,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM1409-20110117-0001,FAM1409,Letter Campaign 2010,$100.00 ,1/17/2011,Direct Donation,Brooklyn Thomas 1409,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM1409-20080728-0001,FAM1409,Phoneraiser 2008,$100.00 ,7/28/2008,Direct Donation,Alex Roberts 1409,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM1414-20131219-0001,FAM1414,Letter Campaign 2013,$100.00 ,12/19/2013,Direct Donation,Payton Carter 1414,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM1414-20141215-0001,FAM1414,Letter Campaign 2014,$100.00 ,12/15/2014,Direct Donation,Taylor Walker 1414,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM1430-20091212-0001,FAM1430,Letter Campaign 2009,$75.00 ,12/12/2009,Direct Donation,Taylor Smith 1430,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM1430-20110114-0001,FAM1430,Letter Campaign 2010,$50.00 ,1/14/2011,Direct Donation,Logan Adams 1430,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM1430-20140103-0001,FAM1430,Letter Campaign 2013,$50.00 ,1/3/2014,Direct Donation,Taylor Smith 1430,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM1430-20141229-0001,FAM1430,Letter Campaign 2014,$50.00 ,12/29/2014,Direct Donation,Logan Adams 1430,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM1432-20140110-0001,FAM1432,Letter Campaign 2013,$81.03 ,1/10/2014,Direct Donation,Frankie Thomas 1432,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM1441-20131220-0001,FAM1441,Letter Campaign 2013,$10.00 ,12/20/2013,Direct Donation,Eden Nguyen 1441,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM1450-20141222-0001,FAM1450,Letter Campaign 2014,$50.00 ,12/22/2014,Direct Donation,Dylan Hall 1450,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND0052-20061229-0001,IND0052,Letter Campaign 2006,$100.00 ,12/29/2006,Direct Donation,Casey King 1004,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND0052-20111231-0001,IND0052,Letter Campaign 2011,$100.00 ,12/31/2011,Direct Donation,Casey King 1004,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND0052-20141231-0001,IND0052,Letter Campaign 2014,$100.00 ,12/31/2014,Direct Donation,Casey King 1004,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND0052-20160430-0001,IND0052,Letter Campaign 2015,$100.00 ,4/30/2016,Direct Donation,Casey King 1004,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND0052-20161231-0001,IND0052,Pat Griffith Scholarship Fund Creation,$100.00 ,12/31/2016,Direct Donation,Casey King 1004,Personal,PGSF,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND0052-20171231-0001,IND0052,PGSF Letter Campaign 2017,$100.00 ,12/31/2017,Direct Donation,Casey King 1004,Personal,PGSF,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND0052-20211229-0001,IND0052,Unprompted,$100.00 ,12/29/2021,Direct Donation,Casey King 1004,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND0372-20190419-0001,IND0372,In Pat's Memory,$100.00 ,4/19/2019,Direct Donation,Blake White 904,Personal,PGSF,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND0372-20131215-0001,IND0372,Letter Campaign 2013,$25.00 ,12/15/2013,Direct Donation,Blake White 904,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND0372-20150123-0001,IND0372,Letter Campaign 2014,$25.00 ,1/23/2015,Direct Donation,Blake White 904,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND0372-20151225-0001,IND0372,Letter Campaign 2015,$25.00 ,12/25/2015,Direct Donation,Blake White 904,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND0372-20161201-0001,IND0372,Pat Griffith Scholarship Fund Creation,$100.00 ,12/1/2016,Direct Donation,Blake White 904,Personal,PGSF,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND0372-20211229-0001,IND0372,Unprompted,$125.00 ,12/29/2021,Direct Donation,Blake White 904,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND0372-20240422-0001,IND0372,Unprompted,$100.00 ,4/22/2024,Direct Donation,Blake White 904,Personal,PGSF,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND0513-20081222-0001,IND0513,Letter Campaign 2008,$50.00 ,12/22/2008,Direct Donation,Shannon Morris 348,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND0513-20091214-0001,IND0513,Letter Campaign 2009,$50.00 ,12/14/2009,Direct Donation,Shannon Morris 348,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND0513-20110106-0001,IND0513,Letter Campaign 2010,$50.00 ,1/6/2011,Direct Donation,Shannon Morris 348,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND0513-20111229-0001,IND0513,Letter Campaign 2011,$100.00 ,12/29/2011,Direct Donation,Shannon Morris 348,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND0513-20131220-0001,IND0513,Letter Campaign 2013,$50.00 ,12/20/2013,Direct Donation,Shannon Morris 348,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND0513-20141219-0001,IND0513,Letter Campaign 2014,$50.00 ,12/19/2014,Direct Donation,Shannon Morris 348,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND0585-20061207-0001,IND0585,Letter Campaign 2006,$50.00 ,12/7/2006,Direct Donation,Casey Allen 1244,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND0585-20141229-0001,IND0585,Letter Campaign 2014,$50.00 ,12/29/2014,Direct Donation,Casey Allen 1244,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND0585-20161226-0001,IND0585,Pat Griffith Scholarship Fund Creation,$100.00 ,12/26/2016,Direct Donation,Casey Allen 1244,Personal,PGSF,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND0637-20240420-0001,IND0637,Panicked Phone Calls 2024,$500.00 ,4/20/2024,Direct Donation,Jesse Walker 377,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1034-20110117-0001,IND1034,Letter Campaign 2010,$25.00 ,1/17/2011,Direct Donation,Dakota Stewart 376,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1034-20111231-0001,IND1034,Letter Campaign 2011,$50.00 ,12/31/2011,Direct Donation,Dakota Stewart 376,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1034-20130311-0001,IND1034,Letter Campaign 2012,$100.00 ,3/11/2013,Direct Donation,Dakota Stewart 376,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1034-20131212-0001,IND1034,Letter Campaign 2013,$100.00 ,12/12/2013,Direct Donation,Dakota Stewart 376,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1034-20141229-0001,IND1034,Letter Campaign 2014,$100.00 ,12/29/2014,Direct Donation,Dakota Stewart 376,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1034-20151229-0001,IND1034,Letter Campaign 2015,$150.00 ,12/29/2015,Direct Donation,Dakota Stewart 376,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1034-20161229-0001,IND1034,Pat Griffith Scholarship Fund Creation,$100.00 ,12/29/2016,Direct Donation,Dakota Stewart 376,Personal,PGSF,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1034-20171230-0001,IND1034,PGSF Letter Campaign 2017,$100.00 ,12/30/2017,Direct Donation,Dakota Stewart 376,Personal,PGSF,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1046-20171222-0001,IND1046,PGSF Letter Campaign 2017,$200.00 ,12/22/2017,Direct Donation,Alex Smith 80,Personal,PGSF,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1064-20100106-0001,IND1064,Letter Campaign 2009,$100.00 ,1/6/2010,Direct Donation,Spencer Walker 110,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1064-20110207-0001,IND1064,Letter Campaign 2010,$100.00 ,2/7/2011,Direct Donation,Spencer Walker 110,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1064-20140415-0001,IND1064,Letter Campaign 2013,$100.00 ,4/15/2014,Direct Donation,Spencer Walker 110,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1064-20150109-0001,IND1064,Letter Campaign 2014,$100.00 ,1/9/2015,Direct Donation,Spencer Walker 110,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1064-20061110-0001,IND1064,Unprompted,"$1,000.00 ",11/10/2006,Direct Donation,Spencer Walker 110,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1072-20161222-0001,IND1072,Pat Griffith Scholarship Fund Creation,$200.00 ,12/22/2016,Direct Donation,Hunter Mitchell 109,Personal,PGSF,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1122-20080103-0001,IND1122,Letter Campaign 2007,$25.00 ,1/3/2008,Direct Donation,Blake Nguyen 384,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1122-20081222-0001,IND1122,Letter Campaign 2008,$25.00 ,12/22/2008,Direct Donation,Blake Nguyen 384,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1122-20110119-0001,IND1122,Letter Campaign 2010,$50.00 ,1/19/2011,Direct Donation,Blake Nguyen 384,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1122-20150126-0001,IND1122,Letter Campaign 2014,$25.00 ,1/26/2015,Direct Donation,Blake Nguyen 384,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1123-20190125-0001,IND1123,In Pat's Memory,$30.00 ,1/25/2019,Direct Donation,Logan Murphy 378,Personal,PGSF,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1123-20061213-0001,IND1123,Letter Campaign 2006,$100.00 ,12/13/2006,Direct Donation,Logan Murphy 378,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1123-20080210-0001,IND1123,Letter Campaign 2007,$75.00 ,2/10/2008,Direct Donation,Logan Murphy 378,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1123-20091221-0001,IND1123,Letter Campaign 2009,$50.00 ,12/21/2009,Direct Donation,Logan Murphy 378,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1123-20101229-0001,IND1123,Letter Campaign 2010,$50.00 ,12/29/2010,Direct Donation,Logan Murphy 378,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1123-20111228-0001,IND1123,Letter Campaign 2011,$100.00 ,12/28/2011,Direct Donation,Logan Murphy 378,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1123-20131220-0001,IND1123,Letter Campaign 2013,$50.00 ,12/20/2013,Direct Donation,Logan Murphy 378,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1123-20141219-0001,IND1123,Letter Campaign 2014,$50.00 ,12/19/2014,Direct Donation,Logan Murphy 378,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1123-20171229-0001,IND1123,PGSF Letter Campaign 2017,$25.00 ,12/29/2017,Direct Donation,Logan Murphy 378,Personal,PGSF,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1123-20080512-0001,IND1123,Silent Auction 2008,$200.00 ,5/12/2008,Direct Donation,Logan Murphy 378,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1123-20081020-0001,IND1123,Unprompted,$100.00 ,10/20/2008,Direct Donation,Logan Murphy 378,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1123-20130724-0001,IND1123,Unprompted,$10.00 ,7/24/2013,Direct Donation,Logan Murphy 378,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1145-20070413-0001,IND1145,Letter Campaign 2006,$50.00 ,4/13/2007,Direct Donation,Eden Evans 435,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1145-20110204-0001,IND1145,Letter Campaign 2010,$50.00 ,2/4/2011,Direct Donation,Eden Evans 435,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1145-20111230-0001,IND1145,Letter Campaign 2011,$50.00 ,12/30/2011,Direct Donation,Eden Evans 435,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1145-20141222-0001,IND1145,Letter Campaign 2014,$50.00 ,12/22/2014,Direct Donation,Eden Evans 435,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1149-20200305-0001,IND1149,Donation re Farmers Market,$50.00 ,3/5/2020,Direct Donation,Jordan Walker 986,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1149-20220731-0001,IND1149,Unprompted,$25.00 ,7/31/2022,Direct Donation,Jordan Walker 986,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1149-20220731-0002,IND1149,Unprompted,$25.00 ,7/31/2022,Direct Donation,Jordan Walker 986,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1184-20071217-0001,IND1184,Letter Campaign 2007,$100.00 ,12/17/2007,Direct Donation,Shannon Clark 628,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1185-20170102-0001,IND1185,Pat Griffith Scholarship Fund Creation,$20.00 ,1/2/2017,Direct Donation,Kendall Adams 632,Personal,PGSF,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1215-20181231-0001,IND1215,In Pat's Memory,$100.00 ,12/31/2018,Direct Donation,Kendall Evans 792,Personal,PGSF,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1215-20161212-0001,IND1215,Pat Griffith Scholarship Fund Creation,$150.00 ,12/12/2016,Direct Donation,Kendall Evans 792,Personal,PGSF,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1237-20201231-0001,IND1237,Unprompted,$200.00 ,12/31/2020,Direct Donation,Harper Rogers 895,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1246-20120106-0001,IND1246,Extra,$40.00 ,1/6/2012,Direct Donation,Emerson Clark 902,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1281-20171223-0001,IND1281,PGSF Letter Campaign 2017,$50.00 ,12/23/2017,Direct Donation,Robin Rogers 661,Personal,PGSF,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1356-20151227-0001,IND1356,Letter Campaign 2015,$50.00 ,12/27/2015,Direct Donation,Corey Thomas 1387,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1404-20111018-0001,IND1404,Unprompted,$250.00 ,10/18/2011,Direct Donation,Elliot Young 1404,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1405-20181220-0001,IND1405,In Pat's Memory,$30.00 ,12/20/2018,Direct Donation,Harper Mitchell 1405,Personal,PGSF,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1405-20191206-0001,IND1405,In Pat's Memory,$30.00 ,12/6/2019,Direct Donation,Harper Mitchell 1405,Personal,PGSF,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1405-20081222-0001,IND1405,Letter Campaign 2008,$25.00 ,12/22/2008,Direct Donation,Harper Mitchell 1405,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1405-20091222-0001,IND1405,Letter Campaign 2009,$25.00 ,12/22/2009,Direct Donation,Harper Mitchell 1405,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1405-20111227-0001,IND1405,Letter Campaign 2011,$25.00 ,12/27/2011,Direct Donation,Harper Mitchell 1405,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1405-20121203-0001,IND1405,Letter Campaign 2012,$30.00 ,12/3/2012,Direct Donation,Harper Mitchell 1405,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1405-20131220-0001,IND1405,Letter Campaign 2013,$30.00 ,12/20/2013,Direct Donation,Harper Mitchell 1405,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1405-20141212-0001,IND1405,Letter Campaign 2014,$30.00 ,12/12/2014,Direct Donation,Harper Mitchell 1405,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1405-20151204-0001,IND1405,Letter Campaign 2015,$30.00 ,12/4/2015,Direct Donation,Harper Mitchell 1405,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1405-20160930-0001,IND1405,Music Class Fundraiser,$30.00 ,9/30/2016,Direct Donation,Harper Mitchell 1405,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1405-20171218-0001,IND1405,PGSF Letter Campaign 2017,$30.00 ,12/18/2017,Direct Donation,Harper Mitchell 1405,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1405-20201231-0001,IND1405,Unprompted,$30.00 ,12/31/2020,Direct Donation,Harper Mitchell 1405,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1405-20220930-0001,IND1405,Unprompted,$30.00 ,9/30/2022,Direct Donation,Harper Mitchell 1405,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1405-20220930-0002,IND1405,Unprompted,$30.00 ,9/30/2022,Direct Donation,Harper Mitchell 1405,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1405-20221231-0002,IND1405,Unprompted,$30.00 ,12/31/2022,Direct Donation,Harper Mitchell 1405,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1406-20091229-0001,IND1406,Letter Campaign 2009,$18.00 ,12/29/2009,Direct Donation,Emerson Flores 1406,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1406-20110117-0001,IND1406,Letter Campaign 2010,$36.00 ,1/17/2011,Direct Donation,Emerson Flores 1406,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1406-20111230-0001,IND1406,Letter Campaign 2011,$18.00 ,12/30/2011,Direct Donation,Emerson Flores 1406,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1406-20130311-0001,IND1406,Letter Campaign 2012,$18.00 ,3/11/2013,Direct Donation,Emerson Flores 1406,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1420-20061229-0001,IND1420,Letter Campaign 2006,$100.00 ,12/29/2006,Direct Donation,Phoenix Rogers 1420,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1420-20071206-0001,IND1420,Letter Campaign 2007,$100.00 ,12/6/2007,Direct Donation,Phoenix Rogers 1420,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1420-20081222-0001,IND1420,Letter Campaign 2008,$100.00 ,12/22/2008,Direct Donation,Phoenix Rogers 1420,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1422-20170428-0001,IND1422,PGSF Letter Campaign 2017,$250.00 ,4/28/2017,Direct Donation,Aubrey White 1422,Personal,PGSF,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1423-20111230-0001,IND1423,Letter Campaign 2011,$50.00 ,12/30/2011,Direct Donation,Jesse Lopez 1423,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1424-20081222-0001,IND1424,Letter Campaign 2008,$30.00 ,12/22/2008,Direct Donation,Brooklyn Nguyen 1424,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1426-20090108-0001,IND1426,Letter Campaign 2008,$10.00 ,1/8/2009,Direct Donation,Riley Lewis 1426,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1435-20071228-0001,IND1435,Letter Campaign 2007,$50.00 ,12/28/2007,Direct Donation,Blake Scott 1435,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1435-20091228-0001,IND1435,Letter Campaign 2009,$50.00 ,12/28/2009,Direct Donation,Blake Scott 1435,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1436-20141223-0001,IND1436,Letter Campaign 2014,$40.00 ,12/23/2014,Direct Donation,Phoenix Perez 1436,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1438-20071219-0001,IND1438,Letter Campaign 2007,$25.00 ,12/19/2007,Direct Donation,Morgan Lewis 1438,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1438-20061110-0001,IND1438,Unprompted,$30.00 ,11/10/2006,Direct Donation,Morgan Lewis 1438,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1444-20080728-0001,IND1444,Phoneraiser 2008,$100.00 ,7/28/2008,Direct Donation,Brooklyn Edwards 1444,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1445-20070105-0001,IND1445,Letter Campaign 2006,$25.00 ,1/5/2007,Direct Donation,Casey Parker 1445,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1446-20061222-0001,IND1446,Letter Campaign 2006,$75.00 ,12/22/2006,Direct Donation,Drew Clark 1446,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND1446-20071206-0001,IND1446,Letter Campaign 2007,$50.00 ,12/6/2007,Direct Donation,Drew Clark 1446,Personal,Unrestricted,C-Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
