Giving Entity ID,FamilyID,Full Name,First Name,Last Name,Email Address,Email Address 2,Full Address,Street Address,City,State,ZIP,Phone Number,Child(ren) Enrolled,Photo Release Signed?,Connection,Center,Send via,Phrase,ALIVE,In/Out,Total Donated,Number of Donations,Date of Most Recent Donation,Amount of Most Recent Donation,Cause of Most Recent Gift,Most Recent Thank You Letter Sent,NOTES,TAGS,,
FAM0219,FID0053,Milan Adams 1077,Milan,Adams,donor1077@example.com,,"1818 Main St, City1718, ST, 90001718",1818 Main St,City1077,ST,90001077,,ChildA-1718,,Former Parent,C-LCV,post,see attached,Living,In,$100.00 ,1,1/28/2020,$100.00 ,,,,,,
FAM0219,FID0053,Phoenix Thompson 718,Phoenix,Thompson,donor718@example.com,,"1818 Main St, City1718, ST, 90001718",1818 Main St,City718,ST,9000718,555-000-718,ChildA-1718,,Former Parent,C-LCV,post,see attached,Living,In,$100.00 ,1,1/28/2020,$100.00 ,,,,,,
FAM0225,FID0054,Morgan King 1163,Morgan,King,donor1163@example.com,,"2263 Main St, City2163, ST, 90002163",2263 Main St,City1163,ST,90001163,555-000-1163,ChildA-2163,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0225,FID0054,Robin Phillips 1381,Robin,Phillips,donor1381@example.com,,"2263 Main St, City2163, ST, 90002163",2263 Main St,City1381,ST,90001381,555-000-1381,ChildA-2163,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0234,FID0055,Harper Morris 1055,Harper,Morris,donor1055@example.com,,"2068 Main St, City1968, ST, 90001968",2068 Main St,City1055,ST,90001055,555-000-1055,ChildA-1968,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0234,FID0055,Quinn Rivera 968,Quinn,Rivera,donor968@example.com,,"2068 Main St, City1968, ST, 90001968",2068 Main St,City968,ST,9000968,555-000-968,ChildA-1968,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0247,FID0056,Elliot Clark 1374,Elliot,Clark,donor1374@example.com,,"1125 Main St, City1025, ST, 90001025",1125 Main St,City1374,ST,90001374,555-000-1374,ChildA-1025,,Former Parent,C-LCV,post,see attached,Living,In,$100.00 ,1,10/31/2016,$100.00 ,,,,,,
FAM0247,FID0056,Payton Scott 25,Payton,Scott,donor25@example.com,,"1125 Main St, City1025, ST, 90001025",1125 Main St,City25,ST,900025,,ChildA-1025,,Former Parent,C-LCV,post,see attached,Living,In,$100.00 ,1,10/31/2016,$100.00 ,,,,,,
FAM0247,FID0056,Robin Thompson 61,Robin,Thompson,donor61@example.com,,"1125 Main St, City1025, ST, 90001025",1125 Main St,City61,ST,900061,,ChildA-1025,,Former Parent,C-LCV,post,see attached,Living,In,$100.00 ,1,10/31/2016,$100.00 ,,,,,,
FAM0251,FID0057,Sam Mitchell 45,Sam,Mitchell,donor45@example.com,,"1145 Main St, City1045, ST, 90001045",1145 Main St,City45,ST,900045,555-000-45,ChildA-1045,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0251,FID0057,Shannon Adams 428,Shannon,Adams,donor428@example.com,,"1145 Main St, City1045, ST, 90001045",1145 Main St,City428,ST,9000428,555-000-428,ChildA-1045,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0254,FID0058,Hunter Wright 669,Hunter,Wright,donor669@example.com,,"1769 Main St, City1669, ST, 90001669",1769 Main St,City669,ST,9000669,555-000-669,ChildA-1669,,Former Parent,C-JP,post,see attached,Living,In,$50.00 ,1,2/27/2020,$50.00 ,,,,,,
FAM0254,FID0058,Shannon Smith 1348,Shannon,Smith,donor1348@example.com,,"1769 Main St, City1669, ST, 90001669",1769 Main St,City1348,ST,90001348,555-000-1348,ChildA-1669,,Former Parent,C-JP,post,see attached,Living,In,$50.00 ,1,2/27/2020,$50.00 ,,,,,,
FAM0256,FID0059,Brooklyn Perez 754,Brooklyn,Perez,donor754@example.com,,"1854 Main St, City1754, ST, 90001754",1854 Main St,City754,ST,9000754,555-000-754,ChildA-1754,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
FAM0256,FID0059,Sam Wright 1005,Sam,Wright,donor1005@example.com,,"1854 Main St, City1754, ST, 90001754",1854 Main St,City1005,ST,90001005,555-000-1005,ChildA-1754,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
FAM0264,FID0060,Morgan Morris 1043,Morgan,Morris,donor1043@example.com,,"1309 Main St, City1209, ST, 90001209",1309 Main St,City1043,ST,90001043,555-000-1043,ChildA-1209,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0264,FID0060,Skylar Rivera 209,Skylar,Rivera,donor209@example.com,,"1309 Main St, City1209, ST, 90001209",1309 Main St,City209,ST,9000209,555-000-209,ChildA-1209,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0267,FID0061,Alex Edwards 920,Alex,Edwards,donor920@example.com,,"1299 Main St, City1199, ST, 90001199",1299 Main St,City920,ST,9000920,555-000-920,ChildA-1199,,Former Parent,C-LCV,post,see attached,Living,In,$50.00 ,1,1/28/2020,$50.00 ,,,,,,
FAM0267,FID0061,Sawyer Perez 199,Sawyer,Perez,donor199@example.com,,"1299 Main St, City1199, ST, 90001199",1299 Main St,City199,ST,9000199,,ChildA-1199,,Former Parent,C-LCV,post,see attached,Living,In,$50.00 ,1,1/28/2020,$50.00 ,,,,,,
FAM0272,FID0062,Drew Lewis 1447,Drew,Lewis,donor1447@example.com,,"2039 Main St, City1939, ST, 90001939",2039 Main St,City1447,ST,90001447,555-000-1447,ChildA-1939,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0272,FID0062,Parker Anderson 939,Parker,Anderson,donor939@example.com,,"2039 Main St, City1939, ST, 90001939",2039 Main St,City939,ST,9000939,555-000-939,ChildA-1939,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0274,FID0063,Phoenix Taylor 678,Phoenix,Taylor,donor678@example.com,,"1502 Main St, City1402, ST, 90001402",1502 Main St,City678,ST,9000678,555-000-678,ChildA-1402,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0274,FID0063,Taylor Mitchell 402,Taylor,Mitchell,donor402@example.com,,"1502 Main St, City1402, ST, 90001402",1502 Main St,City402,ST,9000402,555-000-402,ChildA-1402,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0277,FID0064,Alex Adams 760,Alex,Adams,donor760@example.com,,"1860 Main St, City1760, ST, 90001760",1860 Main St,City760,ST,9000760,555-000-760,ChildA-1760,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
FAM0277,FID0064,Parker Thompson 8119,Parker,Thompson,donor819@example.com,,"1860 Main St, City1760, ST, 90001760",1860 Main St,City819,ST,9000819,555-000-819,ChildA-1760,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
FAM0280,FID0065,Alex Rogers 280,Alex,Rogers,donor280@example.com,,"1164 Main St, City1064, ST, 90001064",1164 Main St,City280,ST,9000280,,ChildA-1064,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
FAM0280,FID0065,Blake Flores 64,Blake,Flores,donor64@example.com,,"1164 Main St, City1064, ST, 90001064",1164 Main St,City64,ST,900064,555-000-64,ChildA-1064,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
FAM0282,FID0066,Drew Rogers 1087,Drew,Rogers,donor1087@example.com,,"2057 Main St, City1957, ST, 90001957",2057 Main St,City1087,ST,90001087,555-000-1087,ChildA-1957,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0282,FID0066,Milan White 957,Milan,White,donor957@example.com,donor9572@example.com,"2057 Main St, City1957, ST, 90001957",2057 Main St,City957,ST,9000957,555-000-957,ChildA-1957,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0284,FID0067,Aubrey Rivera 473,Aubrey,Rivera,donor473@example.com,,"1573 Main St, City1473, ST, 90001473",1573 Main St,City473,ST,9000473,555-000-473,ChildA-1473,,Parent,C-TD,post,see attached,Living,In,,,,,,,,,,
FAM0284,FID0067,Dylan Roberts 1343,Dylan,Roberts,donor1343@example.com,,"1573 Main St, City1473, ST, 90001473",1573 Main St,City1343,ST,90001343,555-000-1343,ChildA-1473,,Parent,C-TD,post,see attached,Living,In,,,,,,,,,,
FAM0297,FID0068,Logan Hall 1138,Logan,Hall,donor1138@example.com,,"2125 Main St, City2025, ST, 90002025",2125 Main St,City1138,ST,90001138,555-000-1138,ChildA-2025,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0297,FID0068,Payton King 1025,Payton,King,donor1025@example.com,,"2125 Main St, City2025, ST, 90002025",2125 Main St,City1025,ST,90001025,555-000-1025,ChildA-2025,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0299,FID0069,Blake Thomas 744,Blake,Thomas,donor744@example.com,,"1844 Main St, City1744, ST, 90001744",1844 Main St,City744,ST,9000744,555-000-744,ChildA-1744,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0299,FID0069,Spencer Lewis 1310,Spencer,Lewis,donor1310@example.com,,"1844 Main St, City1744, ST, 90001744",1844 Main St,City1310,ST,90001310,555-000-1310,ChildA-1744,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0303,FID0070,Jesse Young 1457,Jesse,Young,donor1457@example.com,,"1499 Main St, City1399, ST, 90001399",1499 Main St,City1457,ST,90001457,,ChildA-1399,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
FAM0303,FID0070,Sawyer Phillips 399,Sawyer,Phillips,donor399@example.com,,"1499 Main St, City1399, ST, 90001399",1499 Main St,City399,ST,9000399,555-000-399,ChildA-1399,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
FAM0305,FID0071,Logan Hall 338,Logan,Hall,donor338@example.com,,"1330 Main St, City1230, ST, 90001230",1330 Main St,City338,ST,9000338,555-000-338,ChildA-1230,,Parent,C-TD,post,see attached,Living,In,,,,,,,,,,
FAM0305,FID0071,Spencer Morris 230,Spencer,Morris,donor230@example.com,,"1330 Main St, City1230, ST, 90001230",1330 Main St,City230,ST,9000230,555-000-230,ChildA-1230,,Parent,C-TD,post,see attached,Living,In,,,,,,,,,,
FAM0307,FID0072,Cameron Phillips 691,Cameron,Phillips,donor691@example.com,,"1628 Main St, City1528, ST, 90001528",1628 Main St,City691,ST,9000691,555-000-691,ChildA-1528,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0307,FID0072,Quinn Stewart 528,Quinn,Stewart,donor528@example.com,,"1628 Main St, City1528, ST, 90001528",1628 Main St,City528,ST,9000528,555-000-528,ChildA-1528,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0311,FID0073,Logan Nguyen 738,Logan,Nguyen,donor738@example.com,,"1411 Main St, City1311, ST, 90001311",1411 Main St,City738,ST,9000738,555-000-738,ChildA-1311,,Parent,C-TD,post,see attached,Living,In,,,,,,,,,,
FAM0311,FID0073,Reese Edwards 311,Reese,Edwards,donor311@example.com,,"1411 Main St, City1311, ST, 90001311",1411 Main St,City311,ST,9000311,555-000-311,ChildA-1311,,Parent,C-TD,post,see attached,Living,In,,,,,,,,,,
FAM0313,FID0074,Aubrey Edwards 953,Aubrey,Edwards,donor953@example.com,,"1431 Main St, City1331, ST, 90001331",1431 Main St,City953,ST,9000953,555-000-953,ChildA-1331,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0313,FID0074,Cameron Torres 331,Cameron,Torres,donor331@example.com,donor3312@example.com,"1431 Main St, City1331, ST, 90001331",1431 Main St,City331,ST,9000331,555-000-331,ChildA-1331,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0315,FID0075,Corey Martin 1267,Corey,Martin,donor1267@example.com,,"1852 Main St, City1752, ST, 90001752",1852 Main St,City1267,ST,90001267,555-000-1267,ChildA-1752,,Former Parent,C-HP,post,see attached,Living,In,,,,,,,,,,
FAM0315,FID0075,Kendall Lewis 752,Kendall,Lewis,donor752@example.com,,"1852 Main St, City1752, ST, 90001752",1852 Main St,City752,ST,9000752,555-000-752,ChildA-1752,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0320,FID0076,Drew Collins 1167,Drew,Collins,donor1167@example.com,,"2217 Main St, City2117, ST, 90002117",2217 Main St,City1167,ST,90001167,555-000-1167,ChildA-2117,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
FAM0322,FID0077,Parker Lewis 339,Parker,Lewis,donor339@example.com,,"1439 Main St, City1339, ST, 90001339",1439 Main St,City339,ST,9000339,555-000-339,ChildA-1339,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0331,FID0078,Skylar Mitchell 529,Skylar,Mitchell,donor529@example.com,,"1629 Main St, City1529, ST, 90001529",1629 Main St,City529,ST,9000529,555-000-529,ChildA-1529,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
FAM0331,FID0078,Sydney Carter 1300,Sydney,Carter,donor1300@example.com,,"1629 Main St, City1529, ST, 90001529",1629 Main St,City1300,ST,90001300,555-000-1300,ChildA-1529,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
FAM0333,FID0079,Alex Hall 1040,Alex,Hall,donor1040@example.com,,"1623 Main St, City1523, ST, 90001523",1623 Main St,City1040,ST,90001040,555-000-1040,ChildA-1523,,Parent,C-TD,post,see attached,Living,In,,,,,,,,,,
FAM0333,FID0079,Morgan Adams 523,Morgan,Adams,donor523@example.com,,"1623 Main St, City1523, ST, 90001523",1623 Main St,City523,ST,9000523,555-000-523,ChildA-1523,,Parent,C-TD,post,see attached,Living,In,,,,,,,,,,
FAM0335,FID0080,Logan Lopez 498,Logan,Lopez,donor498@example.com,,"1598 Main St, City1498, ST, 90001498",1598 Main St,City498,ST,9000498,555-000-498,ChildA-1498,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0335,FID0080,Payton King 585,Payton,King,donor585@example.com,,"1598 Main St, City1498, ST, 90001498",1598 Main St,City585,ST,9000585,555-000-585,ChildA-1498,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0347,FID0081,Phoenix Johnson 358,Phoenix,Johnson,donor358@example.com,,"1458 Main St, City1358, ST, 90001358",1458 Main St,City358,ST,9000358,555-000-358,ChildA-1358,,Former Parent,C-JP,post,see attached,Living,In,$120.00 ,2,2/29/2020,$20.00 ,,,,,,
FAM0347,FID0081,Robin Edwards 381,Robin,Edwards,donor381@example.com,,"1458 Main St, City1358, ST, 90001358",1458 Main St,City381,ST,9000381,555-000-381,ChildA-1358,,Former Parent,C-JP,post,see attached,Living,In,$120.00 ,2,2/29/2020,$20.00 ,,,,,,
FAM0349,FID0082,Harper Mitchell 1255,Harper,Mitchell,donor1255@example.com,,"2355 Main St, City2255, ST, 90002255",2355 Main St,City1255,ST,90001255,555-000-1255,ChildA-2255,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0349,FID0082,Robin Rogers 1421,Robin,Rogers,donor1421@example.com,,"2355 Main St, City2255, ST, 90002255",2355 Main St,City1421,ST,90001421,555-000-1421,ChildA-2255,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0354,FID0083,Dakota Edwards 1256,Dakota,Edwards,donor1256@example.com,,"1923 Main St, City1823, ST, 90001823",1923 Main St,City1256,ST,90001256,555-000-1256,ChildA-1823,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
FAM0354,FID0083,Dylan Cook 823,Dylan,Cook,donor823@example.com,,"1923 Main St, City1823, ST, 90001823",1923 Main St,City823,ST,9000823,555-000-823,ChildA-1823,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
FAM0357,FID0084,Elliot Cook 1214,Elliot,Cook,donor1214@example.com,,"1306 Main St, City1206, ST, 90001206",1306 Main St,City1214,ST,90001214,,ChildA-1206,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
FAM0357,FID0084,Jamie Carter 206,Jamie,Carter,donor206@example.com,,"1306 Main St, City1206, ST, 90001206",1306 Main St,City206,ST,9000206,555-000-206,ChildA-1206,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
FAM0359,FID0085,Emerson Collins 742,Emerson,Collins,donor742@example.com,,"1320 Main St, City1220, ST, 90001220",1320 Main St,City742,ST,9000742,555-000-742,ChildA-1220,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
FAM0359,FID0085,Sydney Perez 220,Sydney,Perez,donor220@example.com,,"1320 Main St, City1220, ST, 90001220",1320 Main St,City220,ST,9000220,555-000-220,ChildA-1220,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
FAM0368,FID0086,Dylan Mitchell 423,Dylan,Mitchell,donor423@example.com,,"1523 Main St, City1423, ST, 90001423",1523 Main St,City423,ST,9000423,555-000-423,ChildA-1423,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
FAM0368,FID0086,Logan Evans 818,Logan,Evans,donor818@example.com,,"1523 Main St, City1423, ST, 90001423",1523 Main St,City818,ST,9000818,555-000-818,ChildA-1423,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
FAM0370,FID0087,Aubrey Walker 753,Aubrey,Walker,donor753@example.com,,"1853 Main St, City1753, ST, 90001753",1853 Main St,City753,ST,9000753,555-000-753,ChildA-1753,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0370,FID0087,Quinn Clark 848,Quinn,Clark,donor848@example.com,,"1853 Main St, City1753, ST, 90001753",1853 Main St,City848,ST,9000848,555-000-848,ChildA-1753,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0373,FID0088,Quinn Collins 648,Quinn,Collins,donor648@example.com,,"1748 Main St, City1648, ST, 90001648",1748 Main St,City648,ST,9000648,555-000-648,ChildA-1648,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
FAM0373,FID0088,Reese Roberts 1351,Reese,Roberts,donor1351@example.com,,"1748 Main St, City1648, ST, 90001648",1748 Main St,City1351,ST,90001351,555-000-1351,ChildA-1648,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
FAM0376,FID0089,Brooklyn Cook 1074,Brooklyn,Cook,donor1074@example.com,,"1650 Main St, City1550, ST, 90001550",1650 Main St,City1074,ST,90001074,555-000-1074,ChildA-1550,,Former Parent,C-JP,post,see attached,Living,In,$50.00 ,1,1/28/2020,$50.00 ,,,,,,
FAM0376,FID0089,Spencer Clark 550,Spencer,Clark,donor550@example.com,,"1650 Main St, City1550, ST, 90001550",1650 Main St,City550,ST,9000550,555-000-550,ChildA-1550,,Former Parent,C-JP,post,see attached,Living,In,$50.00 ,1,1/28/2020,$50.00 ,,,,,,
FAM0378,FID0090,Avery King 692,Avery,King,donor692@example.com,,"1246 Main St, City1146, ST, 90001146",1246 Main St,City692,ST,9000692,555-000-692,ChildA-1146,,Former Parent,C-LCV,post,see attached,Living,In,$100.00 ,1,1/16/2020,$100.00 ,,,,,,
FAM0378,FID0090,Jordan Campbell 146,Jordan,Campbell,donor146@example.com,,"1246 Main St, City1146, ST, 90001146",1246 Main St,City146,ST,9000146,,ChildA-1146,,Former Parent,C-LCV,post,see attached,Living,In,$100.00 ,1,1/16/2020,$100.00 ,,,,,,
FAM0383,FID0091,Drew Scott 487,Drew,Scott,donor487@example.com,,"1587 Main St, City1487, ST, 90001487",1587 Main St,City487,ST,9000487,,ChildA-1487,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
FAM0383,FID0091,Morgan White 1243,Morgan,White,donor1243@example.com,,"1587 Main St, City1487, ST, 90001487",1587 Main St,City1243,ST,90001243,555-000-1243,ChildA-1487,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
FAM0385,FID0092,Elliot Roberts 974,Elliot,Roberts,donor974@example.com,,"1108 Main St, City1008, ST, 90001008",1108 Main St,City974,ST,9000974,555-000-974,ChildA-1008,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0385,FID0092,Quinn Thomas 8,Quinn,Thomas,donor8@example.com,,"1108 Main St, City1008, ST, 90001008",1108 Main St,City8,ST,90008,555-000-8,ChildA-1008,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0389,FID0093,Emerson Lopez 502,Emerson,Lopez,donor502@example.com,,"1602 Main St, City1502, ST, 90001502",1602 Main St,City502,ST,9000502,555-000-502,ChildA-1502,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0389,FID0093,Jordan White 561,Jordan,White,donor561@example.com,,"1602 Main St, City1502, ST, 90001502",1602 Main St,City561,ST,9000561,555-000-561,ChildA-1502,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0392,FID0094,Avery White 292,Avery,White,donor292@example.com,,"1392 Main St, City1292, ST, 90001292",1392 Main St,City292,ST,9000292,555-000-292,ChildA-1292,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
FAM0392,FID0094,Jordan Edwards 401,Jordan,Edwards,donor401@example.com,,"1392 Main St, City1292, ST, 90001292",1392 Main St,City401,ST,9000401,,ChildA-1292,,Former Parent,C-LCV,post,see attached,Living,In,,,,,,,,,,
FAM0396,FID0095,Charlie Harris 1293,Charlie,Harris,donor1293@example.com,,"1370 Main St, City1270, ST, 90001270",1370 Main St,City1293,ST,90001293,555-000-1293,ChildA-1270,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0396,FID0095,Spencer Lewis 270,Spencer,Lewis,donor270@example.com,,"1370 Main St, City1270, ST, 90001270",1370 Main St,City270,ST,9000270,555-000-270,ChildA-1270,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0405,FID0096,Charlie Allen 613,Charlie,Allen,donor613@example.com,,"1567 Main St, City1467, ST, 90001467",1567 Main St,City613,ST,9000613,555-000-613,ChildA-1467,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0405,FID0096,Corey Lopez 467,Corey,Lopez,donor467@example.com,,"1567 Main St, City1467, ST, 90001467",1567 Main St,City467,ST,9000467,555-000-467,ChildA-1467,,Former Parent,C-JP,post,see attached,Living,In,,,,,,,,,,
FAM0409,FID0097,Emerson Edwards 1462,Emerson,Edwards,donor1462@example.com,,"1520 Main St, City1420, ST, 90001420",1520 Main St,City1462,ST,90001462,555-000-1462,ChildA-1420,Yes,Parent,C-HP,post,see attached,Living,In,,,,,,,,,,
FAM0409,FID0097,Sydney Morris 420,Sydney,Morris,donor420@example.com,,"1520 Main St, City1420, ST, 90001420",1520 Main St,City420,ST,9000420,555-000-420,ChildA-1420,Yes,Parent,C-HP,post,see attached,Living,In,,,,,,,,,,
FAM0412,FID0098,Kendall Mitchell 952,Kendall,Mitchell,donor952@example.com,,"1745 Main St, City1645, ST, 90001645",1745 Main St,City952,ST,9000952,555-000-952,ChildA-1645,,Parent,C-TD,post,see attached,Living,In,,,,,,,,,,
FAM0412,FID0098,Sam Morris 645,Sam,Morris,donor645@example.com,,"1745 Main St, City1645, ST, 90001645",1745 Main St,City645,ST,9000645,555-000-645,ChildA-1645,,Parent,C-TD,post,see attached,Living,In,,,,,,,,,,
FAM0415,FID0099,Aubrey Edwards 1353,Aubrey,Edwards,donor1353@example.com,,"1698 Main St, City1598, ST, 90001598",1698 Main St,City1353,ST,90001353,555-000-1353,ChildA-1598,,Former Parent,C-LCV,post,see attached,Living,In,$150.00 ,1,3/12/2014,$150.00 ,,,,,,
